Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
W8AXYDDF,webpage,2017,"Saltelli, Andrea; Funtowicz, Silvio Oscar","To tackle the post-truth world, science must reform itself",The Conversation,,,,http://theconversation.com/to-tackle-the-post-truth-world-science-must-reform-itself-70455,Scientists must bear some responsibility for the post-truth era and the current crisis in democracy.,2017-01-27,2020-07-13 16:56:22,2020-07-13 18:22:03,2018-09-10 19:33:05,,,,,,,,,,,,,,en,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9VNL833G,magazineArticle,2017,"Henderson, Dakin",Why Should Scientific Results Be Reproducible?,Nova Next,,,,https://www.pbs.org/wgbh/nova/article/reproducibility-explainer/,Reproducing experiments is one of the cornerstones of the scientific process. Here's why it's so important.,2017-01-19,2020-07-13 16:56:22,2020-07-13 18:22:03,2018-11-13 05:13:41,,,,,,,,,,,,,,en,,,,,,,,,,,Hand search; Hand search RRPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUJHF6F,journalArticle,2016,"Flier, Jeffrey S.","Irreproducibility of published bioscience research: Diagnosis, pathogenesis and therapy",Molecular Metabolism,,2212-8778,10.1016/j.molmet.2016.11.006,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5220388/,,2016-11-21,2020-07-13 16:56:22,2020-07-13 18:22:03,2018-10-23 18:50:29,2-9,,1,6,,Mol Metab,Irreproducibility of published bioscience research,,,,,,,,,,,,PubMed Central,,PMID: 28123930 PMCID: PMC5220388,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5220388/,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST75HWH6,magazineArticle,2016,"Gelman, Andrew",Why Does the Replication Crisis Seem Worse in Psychology?,Slate,,1091-2339,,http://www.slate.com/articles/health_and_science/science/2016/10/why_the_replication_crisis_seems_worse_in_psychology.html?via=recirc_recent,"The same problems are facing other fields, too. Here’s why you hear about it most in psychology.",2016-10-03,2020-07-13 16:56:22,2020-07-13 18:22:03,2018-10-08 16:57:41,,,,,,,,,,,,,,en-US,,,,,Slate,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3LSAVRKD,journalArticle,2016,"Baker, Monya",Muddled meanings hamper efforts to fix reproducibility crisis,Nature News,,,10.1038/nature.2016.20076,http://www.nature.com/news/muddled-meanings-hamper-efforts-to-fix-reproducibility-crisis-1.20076,Researchers tease out different definitions of a crucial scientific term.,2016-06-14,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-11-13 05:14:19,,,,,,,,,,,,,,en,,,,,www.nature.com,,,,,,Hand search; Hand search RRPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC6BHC6D,journalArticle,2016,"Goodman, Steven N.; Fanelli, Daniele; Ioannidis, John P. A.",What does research reproducibility mean?,Science Translational Medicine,,"1946-6234, 1946-6242",10.1126/scitranslmed.aaf5027,http://stm.sciencemag.org/content/8/341/341ps12,"The language and conceptual framework of “research reproducibility” are nonstandard and unsettled across the sciences. In this Perspective, we review an array of explicit and implicit definitions of reproducibility and related terminology, and discuss how to avoid potential misunderstandings when these terms are used as a surrogate for “truth.” The language and conceptual framework of “research reproducibility” are nonstandard and unsettled across the sciences. The language and conceptual framework of “research reproducibility” are nonstandard and unsettled across the sciences.",2016-06-01,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-04-05 15:19:28,341ps12-341ps12,,341,8,,,,,,,,,,en,"Copyright © 2016, American Association for the Advancement of Science",,,,stm.sciencemag.org,,PMID: 27252173,,,http://www.ncbi.nlm.nih.gov/pubmed/27252173,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSZKWZIP,journalArticle,2016,"Coyne, James C.",Replication initiatives will not salvage the trustworthiness of psychology,BMC Psychology,,2050-7283,10.1186/s40359-016-0134-3,https://doi.org/10.1186/s40359-016-0134-3,"Replication initiatives in psychology continue to gather considerable attention from far outside the field, as well as controversy from within. Some accomplishments of these initiatives are noted, but this article focuses on why they do not provide a general solution for what ails psychology. There are inherent limitations to mass replications ever being conducted in many areas of psychology, both in terms of their practicality and their prospects for improving the science. Unnecessary compromises were built into the ground rules for design and publication of the Open Science Collaboration: Psychology that undermine its effectiveness. Some ground rules could actually be flipped into guidance for how not to conduct replications. Greater adherence to best publication practices, transparency in the design and publishing of research, strengthening of independent post-publication peer review and firmer enforcement of rules about data sharing and declarations of conflict of interest would make many replications unnecessary. Yet, it has been difficult to move beyond simple endorsement of these measures to consistent implementation. Given the strong institutional support for questionable publication practices, progress will depend on effective individual and collective use of social media to expose lapses and demand reform. Some recent incidents highlight the necessity of this.",2016-05-31,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 20:13:26,28,,1,4,,BMC Psychology,,,,,,,,,,,,,BioMed Central,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6MJFSJQT,blogPost,2016,"Lowe, Derek",Reproducibility: Crisis or Not?,Science: In the Pipeline,,,,https://blogs.sciencemag.org/pipeline/archives/2016/05/26/reproducibility-crisis-or-not,"Here are the results of a Nature survey on reproducibility in the scientific literature. They themselves admit that it's a ""confusing snapshot"", but it shows that we're still arguing about what ""reproducibility"" means. 52% of the responders (over 1500 scientists) said that there was ""a significant c",2016-05-26,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 19:58:12,,,,,,,Reproducibility,,,,,,,en-US,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2LHLHZ3H,journalArticle,2016,"Baker, Monya","1,500 scientists lift the lid on reproducibility",Nature News,,,10.1038/533452a,http://www.nature.com/news/1-500-scientists-lift-the-lid-on-reproducibility-1.19970,Survey sheds light on the ‘crisis’ rocking research.,2016-05-26,2020-07-13 16:56:19,2020-07-13 18:22:03,2017-04-17 19:14:11,452,,7604,533,,,,,,,,,,,,,,,www.nature.com,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUC8HV23,journalArticle,2016,"AlQuraishi, Mohammed; Sorger, Peter K.",Reproducibility will only come with data liberation,Science Translational Medicine,,"1946-6234, 1946-6242",10.1126/scitranslmed.aaf0968,http://stm.sciencemag.org/content/8/339/339ed7,Data irreproducibility threatens survival of the biomedical research enterprise and the well-being of patients who require better therapies. Data irreproducibility threatens survival of the biomedical research enterprise and the well-being of patients who require better therapies.,2016-05-18,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-09-21 19:42:57,339ed7-339ed7,,339,8,,,,,,,,,,en,"Copyright © 2016, American Association for the Advancement of Science",,,,stm.sciencemag.org,,PMID: 27194726,,,http://www.ncbi.nlm.nih.gov/pubmed/27194726,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP6A9FGM,blogPost,2016,"Kummer, Larry; Editor",The replication crisis in science has just begun. It will be big.,Fabius Maximus website,,,,https://fabiusmaximus.com/2016/04/19/replication-crisis-in-science-95394/,"Summary: After a decade of slow growth beneath public view, the replication crisis in science begins breaking into public view. First psychology and biomedical studies, now spreading to many other …",2016-04-19,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 20:11:12,,,,,,,,,,,,,,en-US,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN5CF3AG,magazineArticle,2016,"Engber, Daniel",Cancer Research Is Broken,Slate,,1091-2339,,http://www.slate.com/articles/health_and_science/future_tense/2016/04/biomedicine_facing_a_worse_replication_crisis_than_the_one_plaguing_psychology.html,There’s a replication crisis in biomedicine—and no one even knows how deep it runs.,2016-04-19,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-26 04:49:16,,,,,,,,,,,,,,en-US,,,,,Slate,,,,,,Hand search; Hand search NCN; Hand search RRPs; NexisUni; early years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6YNP4Z9V,webpage,2016,"Belluz, Julia; Plumer, Brad; Resnick, Brian","The 7 biggest problems facing science, according to 270 scientists",Vox,,,,https://www.vox.com/2016/7/14/12016710/science-challeges-research-funding-peer-review-process,These are dark times for science so we asked hundreds of researchers how to fix it.,2016-07-14,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 20:09:02,,,,,,,,,,,,,,,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJC55VJT,journalArticle,2016,,Reality check on reproducibility,Nature News,,,10.1038/533437a,http://www.nature.com/news/reality-check-on-reproducibility-1.19961,A survey of Nature readers revealed a high level of concern about the problem of irreproducible results.,2016-05-26,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 19:44:52,437,,7604,533,,,,,,,,,,en,,,,,www.nature.com,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2HTM6H5,webpage,2016,"Resnick, Brian",What psychology’s crisis means for the future of science,Vox,,,,https://www.vox.com/2016/3/14/11219446/psychology-replication-crisis,The field is currently undergoing a painful period of introspection. It will emerge stronger than before.,2016-03-14,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-06-18 19:26:07,,,,,,,,,,,,,,,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEQYBVDM,magazineArticle,2016,"Yong, Ed",Psychology’s Replication Crisis Can’t Be Wished Away,Atlantic,,,,https://www.theatlantic.com/science/archive/2016/03/psychologys-replication-crisis-cant-be-wished-away/472272/,It has a real and heartbreaking cost.,2016-03-04,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-12-01 21:37:03,,,,,,,,,,,,,,en-US,,,,,,,,,,,Hand search; Hand search RRPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVEH2SYR,journalArticle,2016,"Reardon, Sara",A mouse’s house may ruin experiments,Nature News,,,10.1038/nature.2016.19335,http://www.nature.com/news/a-mouse-s-house-may-ruin-experiments-1.19335,Environmental factors lie behind many irreproducible rodent experiments.,2016-02-18,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 19:47:42,264,,7590,530,,,,,,,,,,en,,,,,www.nature.com,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3J8K6DHT,blogPost,2016,"McCook, Author Alison",What to do when you make a mistake? Advice from authors who’ve been there,Retraction Watch,,,,http://retractionwatch.com/2016/01/27/authors-reveal-lessons-learned-from-a-pediatric-psych-retraction/,"After a group of researchers noticed an error that affected the analysis of a survey of psychologists working with medical teams to help pediatric patients, they didn’t just issue a retractio…",2016-01-27,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-30 04:31:36,,,,,,,What to do when you make a mistake?,,,,,,,en-US,,,,,,,,,,,Hand search; Hand search RRPs; accountability; suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMD6ZCPG,magazineArticle,2016,"Gelman, Andrew; Fung, Kaiser",The Power of the “Power Pose”,Slate,,1091-2339,,http://www.slate.com/articles/health_and_science/science/2016/01/amy_cuddy_s_power_pose_research_is_the_latest_example_of_scientific_overreach.html,Amy Cuddy’s famous finding is the latest example of scientific overreach.,2016-01-19,2020-07-13 16:56:19,2020-07-13 18:22:03,,,,,,,,,,,,,,,en-US,,,,,Slate,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3EJYTJ6A,blogPost,2015,"Inzlicht, Michael",Guest Post: A Tale of Two Papers,sometimes i'm wrong,,,,https://sometimesimwrong.typepad.com/wrong/2015/11/guest-post-a-tale-of-two-papers.html,"A Tale of Two Papers By Michael Inzlicht Change is afoot in psychology. After years of bickering on social media and handwringing about whether our field is or is not in serious trouble, some consensus is emerging. Although we might not agree on the severity of our problems, almost no...",2015-11-25,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-11-06 16:00:51,,,,,,,Guest Post,,,,,,,,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4SX7FI5X,webpage,2016,"Singal, Jesse",Is Psychology’s Replication Crisis Really Overblown?,The Cut,,,,https://www.thecut.com/2016/03/is-psychologys-replication-crisis-really-overblown.html,"A response to a famous study from August is making waves, but there’s less there than meets the eye.",2016-03-08,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-11-06 19:21:51,,,,,,,,,,,,,,en,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEX88FJF,newspaperArticle,2016,"Nutt, Amy Ellis","Errors riddled 2015 study showing replication crisis in psychology research, scientists say",Washington Post,,,,https://www.washingtonpost.com/news/speaking-of-science/wp/2016/03/03/errors-riddled-2015-study-showing-replication-crisis-in-psychology-research-scientists-say/,The landmark report now being repudiated had a major impact on other research.,2016-03-03,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-11-06 19:22:46,,,,,,,,,,,,,,en,,,,,,,,,,,Hand search; Hand search NCN; NexisUni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DV67RAYN,journalArticle,2016,"Baker, Monya",Psychology’s reproducibility problem is exaggerated – say psychologists,Nature News,,,10.1038/nature.2016.19498,http://www.nature.com/news/psychology-s-reproducibility-problem-is-exaggerated-say-psychologists-1.19498,Reanalysis of last year's enormous replication study argues that there is no need to be so pessimistic.,2016-03-03,2020-07-13 16:56:19,2020-07-13 18:22:03,2017-08-14 15:48:32,,,,,,,,,,,,,,,,,,,www.nature.com,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QI89MNZS,blogPost,2015,"Poldrack, Russ",Are good science and great storytelling compatible?,russpoldrack.org,,,,http://www.russpoldrack.org/2015/11/are-good-science-and-great-storytelling.html,"Chris Chambers has a piece in the Guardian ("" Are we finally getting serious about fixing science? "") discussing a recent report about repr...",2015-11-01,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-11-06 16:01:02,,,,,,,,,,,,,,en,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKFGSCHD,journalArticle,2015,"Nuzzo, Regina",How scientists fool themselves – and how they can stop,Nature News,,,10.1038/526182a,http://www.nature.com/news/how-scientists-fool-themselves-and-how-they-can-stop-1.18517,Humans are remarkably good at self-deception.,2015-10-08,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-10-29 19:53:21,182,,7572,526,,,,,,,,,,en,,,,,www.nature.com,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V6H9CYJU,blogPost,2015,"Aschwanden, Christie",Science Isn’t Broken,FiveThirtyEight,,,,https://fivethirtyeight.com/features/science-isnt-broken/,"If you follow the headlines, your confidence in science may have taken a hit lately. Peer review? More like self-review. An investigation in November uncovered a scam in which researchers were rubber-stamping their own work, circumventing peer review at five high-profile publishers.",2015-08-19,2020-07-13 16:56:19,2020-07-13 18:22:03,2018-11-28 18:54:01,,,,,,,,,,,,,,en-US,,,,,,,,,,,Hand search; Hand search NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
