Name,File Size (paragraphs),Kappa,Agreement,A And B (%),Not A And Not B (%),Disagreement,A And Not B (%),B And Not A (%)
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Gelman, Andrew (2018)",121,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,1.37,98.63,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Quantifying studies\Other quantifying studies : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Implausible findings,"",0.36,99.56,0.12,99.44,0.44,0.31,0.13
"Nodes\\Signs of crisis\Implausible findings : Freedman, David H. (2010)",54,0,94.44,0,94.44,5.56,5.56,0
"Nodes\\Signs of crisis\Implausible findings : Gelman, Andrew (2018)",121,0,96.69,0,96.69,3.31,3.31,0
"Nodes\\Signs of crisis\Implausible findings : Kummer, Larry & Editor (2016)",313,0,99.68,0,99.68,0.32,0.32,0
"Nodes\\Signs of crisis\Implausible findings : Yong, Ed (2018) (2)",33,0,93.94,0,93.94,6.06,0,6.06
"Nodes\\Signs of crisis\Implausible findings : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.32,96.97,0.76,96.21,3.03,3.03,0
"Nodes\\Signs of crisis\Implausible findings : Murphy, Kate (2017)",32,0.65,96.87,3.12,93.75,3.12,3.12,0
"Nodes\\Signs of crisis\Implausible findings : Earp, Brian D. & Trafimow, David (2015)",253,0.66,99.61,0.4,99.21,0.4,0,0.4
Nodes\\Signs of crisis\Implausible findings : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Implausible findings : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Implausible findings : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,1.89,98.11,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Implausible findings : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Progress of science,"",0.38,98.28,0.56,97.72,1.72,0.89,0.83
"Nodes\\Stakes of the crisis\Progress of science : Baker, Monya (2015) (2)",51,0,98.04,0,98.04,1.96,0,1.96
"Nodes\\Stakes of the crisis\Progress of science : Baker, Monya (2016)",40,0,97.5,0,97.5,2.5,0,2.5
"Nodes\\Stakes of the crisis\Progress of science : Botkin-Kowacki, Eva (2016)",39,0,97.44,0,97.44,2.56,2.56,0
"Nodes\\Stakes of the crisis\Progress of science : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0,99.56,0,99.56,0.44,0,0.44
"Nodes\\Stakes of the crisis\Progress of science : Gibney, Elizabeth (2012)",45,0,93.33,0,93.33,6.67,0,6.67
"Nodes\\Stakes of the crisis\Progress of science : Gopinath, C. (2013)",26,0,88.46,0,88.46,11.54,11.54,0
"Nodes\\Stakes of the crisis\Progress of science : Kummer, Larry & Editor (2016)",313,0,99.36,0,99.36,0.64,0.64,0
"Nodes\\Stakes of the crisis\Progress of science : Parsons, Sam (2017)",25,0,96,0,96,4,4,0
"Nodes\\Stakes of the crisis\Progress of science : Price, Michael, 2011 & Am, 10~00 (2011)",53,0,94.34,0,94.34,5.66,5.66,0
"Nodes\\Stakes of the crisis\Progress of science : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,0,98.91,0,98.91,1.09,0,1.09
"Nodes\\Stakes of the crisis\Progress of science : Yong, Ed (2018) (2)",33,0,96.97,0,96.97,3.03,3.03,0
"Nodes\\Stakes of the crisis\Progress of science : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0.21,95.62,0.62,95,4.38,4.38,0
"Nodes\\Stakes of the crisis\Progress of science : Lilienfeld, Scott O. (2017)",79,0.22,92.41,1.27,91.14,7.6,1.27,6.33
"Nodes\\Stakes of the crisis\Progress of science : Macleod, Malcolm R. (2018)",52,0.22,88.46,1.92,86.54,11.54,0,11.54
"Nodes\\Stakes of the crisis\Progress of science : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.5,98.78,0.61,98.17,1.22,0,1.22
"Nodes\\Stakes of the crisis\Progress of science : Vazire, Simine (2018)",102,0.5,89.21,6.86,82.35,10.78,4.9,5.88
"Nodes\\Stakes of the crisis\Progress of science : Murphy, Kate (2017)",32,0.65,96.87,3.12,93.75,3.12,3.12,0
"Nodes\\Stakes of the crisis\Progress of science : Rehman, Jalees (2013)",57,0.66,98.24,1.75,96.49,1.75,0,1.75
"Nodes\\Stakes of the crisis\Progress of science : Gelman, Andrew (2018)",121,0.66,99.18,0.83,98.35,0.83,0,0.83
"Nodes\\Stakes of the crisis\Progress of science : Bak, Thomas H. (2016)",137,0.66,99.27,0.73,98.54,0.73,0,0.73
"Nodes\\Stakes of the crisis\Progress of science : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.68,97.36,3.02,94.34,2.64,1.89,0.75
"Nodes\\Stakes of the crisis\Progress of science : Pashler, Harold & Harris, Christine R. (2012)",73,0.79,98.63,2.74,95.89,1.37,1.37,0
"Nodes\\Stakes of the crisis\Progress of science : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,2.22,97.78,0,0,0
Nodes\\Stakes of the crisis\Progress of science : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Progress of science : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,2.15,97.85,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Progress of science : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Progress of science : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Bias,"",0.4,98.67,0.45,98.22,1.33,0.84,0.49
"Nodes\\Sources and solutions\Research methods\Bias : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,-0.06,87.23,0,87.23,12.77,4.26,8.51
"Nodes\\Sources and solutions\Research methods\Bias : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,-0.01,98.12,0,98.12,1.87,1.25,0.62
"Nodes\\Sources and solutions\Research methods\Bias : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0,96.77,0,96.77,3.23,3.23,0
"Nodes\\Sources and solutions\Research methods\Bias : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0,99.11,0,99.11,0.89,0.89,0
"Nodes\\Sources and solutions\Research methods\Bias : Croughan, Matthew (2017)",81,0,98.77,0,98.77,1.23,0,1.23
"Nodes\\Sources and solutions\Research methods\Bias : Doidge, Norman (2016)",134,0,99.25,0,99.25,0.75,0.75,0
"Nodes\\Sources and solutions\Research methods\Bias : Earp, Brian D. & Trafimow, David (2015)",253,0,99.21,0,99.21,0.79,0.79,0
Nodes\\Sources and solutions\Research methods\Bias : Editorial - 2013 - Announcement Reducing our irreproducibility,23,0,95.65,0,95.65,4.35,0,4.35
"Nodes\\Sources and solutions\Research methods\Bias : Fanelli, Daniele (2018)",61,0,95.08,0,95.08,4.92,4.92,0
"Nodes\\Sources and solutions\Research methods\Bias : Gordon, Ascelin & Fidler, Fiona (2013)",53,0,96.23,0,96.23,3.77,3.77,0
"Nodes\\Sources and solutions\Research methods\Bias : Laframboise, Donna (2018)",39,0,97.44,0,97.44,2.56,2.56,0
"Nodes\\Sources and solutions\Research methods\Bias : Parsons, Sam (2017)",25,0,96,0,96,4,0,4
"Nodes\\Sources and solutions\Research methods\Bias : Vazire, Simine (2018)",102,0,99.02,0,99.02,0.98,0.98,0
"Nodes\\Sources and solutions\Research methods\Bias : Yong, Ed (2018) (2)",33,0,96.97,0,96.97,3.03,0,3.03
"Nodes\\Sources and solutions\Research methods\Bias : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.25,97.74,0.38,97.36,2.26,2.26,0
"Nodes\\Sources and solutions\Research methods\Bias : Hengartner, Michael P. (2018)",97,0.32,95.88,1.03,94.85,4.12,4.12,0
"Nodes\\Sources and solutions\Research methods\Bias : Macleod, Malcolm R. (2018)",52,0.38,94.23,1.92,92.31,5.77,5.77,0
"Nodes\\Sources and solutions\Research methods\Bias : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.49,98.49,0.76,97.73,1.52,1.52,0
"Nodes\\Sources and solutions\Research methods\Bias : Bak, Thomas H. (2016)",137,0.49,98.54,0.73,97.81,1.46,0,1.46
Nodes\\Sources and solutions\Research methods\Bias : 2018 - Gender and Health - Gender Health; Reports on Gend,20,0.77,95,10,85,5,5,0
"Nodes\\Sources and solutions\Research methods\Bias : Lilienfeld, Scott O. (2017)",79,0.92,98.73,7.59,91.14,1.27,0,1.27
Nodes\\Sources and solutions\Research methods\Bias : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Bias : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
